Timestamp,CO2_ppm,Temperature_C,Humidity_%RH,AQI,TVOC_ppb,eCO2_ppm,H2_ppm,H2S_ppm,NH3_ppm,CH4_ppm,CO_ppm
11/14/2024 13:06:38,681,27.89,31.36,3,375,827,51.12,0.38,2.14,0.00,9.05
11/14/2024 13:06:39,681,27.89,31.36,3,372,825,50.79,0.38,2.14,0.00,8.98
11/14/2024 13:06:40,680,27.91,31.34,3,376,827,51.12,0.38,2.12,0.00,8.98
11/14/2024 13:06:41,680,27.91,31.34,3,379,828,51.12,0.39,2.16,0.00,8.98
11/14/2024 13:06:42,680,27.91,31.34,3,363,822,50.63,0.38,2.16,0.00,9.13
11/14/2024 13:06:43,680,27.91,31.34,3,362,822,51.29,0.38,2.16,0.00,8.90
11/14/2024 13:06:44,680,27.91,31.34,3,401,835,51.12,0.40,2.12,0.00,8.75
11/14/2024 13:06:45,682,27.94,31.26,3,351,818,50.96,0.39,2.16,0.00,8.75
11/14/2024 13:06:46,682,27.94,31.26,3,377,827,51.12,0.39,2.12,0.00,8.83
11/14/2024 13:06:47,682,27.94,31.26,3,375,827,51.29,0.39,2.14,0.00,8.90
11/14/2024 13:06:48,682,27.94,31.26,3,383,829,50.96,0.39,2.16,0.00,8.68
11/14/2024 13:06:49,682,27.99,31.32,3,368,824,50.96,0.39,2.14,0.00,8.61
11/14/2024 13:06:50,682,27.99,31.32,3,366,824,50.96,0.39,2.19,0.00,8.68
11/14/2024 13:06:51,682,27.99,31.32,3,378,828,51.29,0.39,2.14,0.00,8.54
11/14/2024 13:06:53,682,27.99,31.32,3,359,821,50.79,0.40,2.27,0.00,8.54
11/14/2024 13:06:54,682,27.99,31.32,3,354,819,50.96,0.39,2.14,0.00,8.54
11/14/2024 13:06:55,682,28.02,31.28,3,376,827,50.79,0.39,2.16,0.00,8.54
11/14/2024 13:06:56,682,28.02,31.28,3,382,829,50.96,0.39,2.16,0.00,8.54
11/14/2024 13:06:57,682,28.02,31.28,3,373,826,50.63,0.39,2.21,0.00,8.75
11/14/2024 13:06:58,682,28.02,31.28,3,373,826,50.63,0.40,2.21,0.00,8.54
11/14/2024 13:06:59,683,28.05,31.23,3,372,825,50.96,0.38,2.16,0.00,8.61
11/14/2024 13:07:00,683,28.05,31.23,3,381,829,50.96,0.39,2.12,0.00,8.46
11/14/2024 13:07:01,683,28.05,31.23,3,379,828,50.96,0.39,2.19,0.00,8.54
